,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
1664,YX,ORD,107,-11,2020-12-10 21:02:00,1005,84,16,2020-12-10 19:15:00,2.3,58,16,804,early,19,-11.7,-3.0,-8.5,0,0,0,0,0,0.8020833333333334,0
1665,B6,MCO,152,-8,2020-12-10 21:42:00,1005,87,16,2020-12-10 19:10:00,8.2,72,16,803,early,19,-15.299999999999999,-8.899999999999999,-11.899999999999999,1,0,1,0,1,0.7986111111111112,0
1666,9E,JFK,81,-28,2020-12-11 20:51:00,1002,84,16,2020-12-11 19:30:00,6.9,87,16,803,early,19,-4.1000000000000005,-5.9,-5.4,-1,1,0,1,0,0.8125,0
1667,YX,ORD,109,-17,2020-12-11 21:04:00,1002,85,16,2020-12-11 19:15:00,3.3,85,7,500,early,19,-0.09999999999999998,-2.3,-2.3,302,0,0,0,0,0.8020833333333334,0
1668,B6,MCO,152,-6,2020-12-11 21:42:00,1002,85,16,2020-12-11 19:10:00,10.9,72,16,800,early,19,-15.4,-9.9,-12.7,4,0,1,0,1,0.7986111111111112,0
1669,YX,ORD,106,-14,2020-12-12 13:31:00,996,70,14,2020-12-12 11:45:00,2.1,88,10,610,early,11,9.6,0.7999999999999998,4.199999999999999,192,0,0,0,0,0.4895833333333333,0
1670,YX,ORD,109,-24,2020-12-12 21:04:00,993,66,16,2020-12-12 19:15:00,-1.7,79,16,804,early,19,15.399999999999999,7.7,10.7,0,0,0,0,0,0.8020833333333334,0
1671,B6,MCO,152,-5,2020-12-12 21:42:00,993,66,16,2020-12-12 19:10:00,17.5,87,16,804,ontime,19,-7.800000000000001,-11.5,-7.5,0,0,1,0,1,0.7986111111111112,0
1672,B6,JFK,65,-11,2020-12-13 10:35:00,999,65,16,2020-12-13 09:30:00,9.3,84,16,803,early,9,-9.4,-8.700000000000001,-5.2,1,0,1,1,0,0.3958333333333333,1
1673,F9,MCO,173,-22,2020-12-13 10:53:00,1000,62,16,2020-12-13 08:00:00,15.0,100,0,741,early,8,-13.8,-15.6,-8.9,63,0,0,0,1,0.3333333333333333,1
1674,YX,ORD,106,-14,2020-12-13 13:31:00,1001,59,16,2020-12-13 11:45:00,-3.9,81,16,804,early,11,1.7000000000000002,1.6,6.1,0,0,0,0,0,0.4895833333333333,0
1675,9E,JFK,81,-28,2020-12-13 20:51:00,1004,64,16,2020-12-13 19:30:00,1.9,56,16,803,early,19,-10.4,-4.699999999999999,-7.000000000000001,1,1,0,1,0,0.8125,0
1676,YX,ORD,109,-16,2020-12-13 21:04:00,1004,64,16,2020-12-13 19:15:00,-4.0,71,16,804,early,19,3.0,1.2000000000000002,2.6999999999999997,0,0,0,0,0,0.8020833333333334,0
1677,B6,MCO,152,-1,2020-12-13 21:42:00,1003,64,16,2020-12-13 19:10:00,17.4,78,16,803,ontime,19,-21.9,-20.2,-18.099999999999998,1,0,1,0,1,0.7986111111111112,0
1678,YX,ORD,106,-18,2020-12-14 13:31:00,996,72,16,2020-12-14 11:45:00,-8.3,56,16,802,early,11,7.3,7.000000000000001,3.9,2,0,0,0,0,0.4895833333333333,0
1679,YX,ORD,109,-9,2020-12-14 21:04:00,1001,78,14,2020-12-14 19:15:00,-9.4,61,16,804,early,19,2.7,6.0,3.0,0,0,0,0,0,0.8020833333333334,0
1680,B6,MCO,152,5,2020-12-14 21:42:00,1002,80,14,2020-12-14 19:10:00,19.9,93,16,804,ontime,19,-26.4,-22.9,-21.1,0,0,1,0,1,0.7986111111111112,0
1681,YX,ORD,106,-17,2020-12-15 13:31:00,1012,46,16,2020-12-15 11:45:00,-7.9,65,16,804,early,11,-2.6000000000000005,-4.1,0.30000000000000027,0,0,0,0,0,0.4895833333333333,0
1682,YX,ORD,109,-16,2020-12-15 21:04:00,1014,64,16,2020-12-15 19:15:00,-7.4,60,16,804,early,19,-3.3999999999999995,-4.4,-5.5,0,0,0,0,0,0.8020833333333334,0
1683,B6,JFK,65,81,2020-12-17 10:35:00,1003,77,9,2020-12-17 09:30:00,-4.0,93,3,804,late,9,1.3999999999999986,-4.4,-1.9,0,0,1,1,0,0.3958333333333333,1
1684,F9,MCO,176,-32,2020-12-17 17:11:00,1005,71,16,2020-12-17 14:15:00,9.4,66,16,803,early,14,-21.5,-17.2,-19.0,1,0,0,0,1,0.59375,0
1685,9E,JFK,81,42,2020-12-17 20:51:00,1007,77,16,2020-12-17 19:30:00,-6.6,77,16,802,late,19,6.3999999999999995,-1.1000000000000005,-1.1999999999999997,2,1,0,1,0,0.8125,0
1686,B6,MCO,152,-8,2020-12-17 21:42:00,1007,77,16,2020-12-17 19:10:00,8.4,71,16,804,early,19,-21.7,-16.0,-17.8,0,0,1,0,1,0.7986111111111112,0
1687,F9,MCO,170,46,2020-12-18 17:04:00,1014,59,16,2020-12-18 14:14:00,1.8,42,16,801,late,14,-22.3,-13.0,-19.0,-1,0,0,0,1,0.5930555555555556,0
1688,B6,JFK,64,6,2020-12-18 21:04:00,1014,80,16,2020-12-18 20:00:00,-10.1,55,16,801,late,20,-5.699999999999999,-3.3000000000000007,-8.2,-1,0,1,1,0,0.8333333333333334,0
1689,9E,JFK,83,39,2020-12-18 21:28:00,1014,80,16,2020-12-18 20:05:00,-10.1,55,16,801,late,20,-6.0,-3.3000000000000007,-8.2,-1,1,0,1,0,0.8368055555555556,0
1690,B6,MCO,156,8,2020-12-18 23:26:00,1014,80,16,2020-12-18 20:50:00,6.6,84,16,800,late,20,-21.2,-20.2,-20.0,0,0,1,0,1,0.8680555555555556,0
1691,F9,MCO,170,-35,2020-12-19 17:04:00,1008,65,16,2020-12-19 14:14:00,12.1,54,16,804,early,14,-29.1,-21.0,-25.1,-4,0,0,0,1,0.5930555555555556,0
1692,B6,JFK,64,-13,2020-12-19 21:04:00,1006,71,16,2020-12-19 20:00:00,-8.3,60,16,804,early,20,-2.2,1.6000000000000005,-0.6000000000000001,0,0,1,1,0,0.8333333333333334,0
1693,9E,JFK,83,-7,2020-12-19 21:28:00,1006,68,16,2020-12-19 20:05:00,-8.3,60,16,804,early,20,-0.7999999999999998,1.5000000000000009,0.0,-204,1,0,1,0,0.8368055555555556,0
1694,B6,MCO,156,-3,2020-12-19 23:26:00,1005,66,16,2020-12-19 20:50:00,12.6,85,16,803,ontime,20,-19.9,-18.7,-15.799999999999999,-203,0,1,0,1,0.8680555555555556,0
1695,F9,MCO,170,-34,2020-12-20 16:55:00,998,85,13,2020-12-20 14:05:00,16.6,66,16,804,early,14,-26.299999999999997,-17.700000000000003,-22.2,0,0,0,0,1,0.5868055555555556,0
1696,B6,JFK,64,-12,2020-12-20 21:04:00,997,72,16,2020-12-20 20:00:00,0.4,92,7,804,early,20,1.5,-2.1,1.1999999999999997,0,0,1,1,0,0.8333333333333334,0
1697,9E,JFK,83,23,2020-12-20 21:28:00,996,73,16,2020-12-20 20:05:00,0.4,92,7,804,late,20,2.6,-2.2,0.8999999999999999,0,1,0,1,0,0.8368055555555556,0
1698,B6,MCO,156,119,2020-12-20 23:26:00,996,77,16,2020-12-20 20:50:00,19.1,94,16,500,late,20,-20.0,-20.200000000000003,-17.6,304,0,1,0,1,0.8680555555555556,0
1699,F9,MCO,176,-29,2020-12-21 18:31:00,990,68,16,2020-12-21 15:35:00,10.4,55,16,802,early,15,-15.5,-12.1,-16.099999999999998,2,0,0,0,1,0.6493055555555556,0
1700,B6,JFK,64,12,2020-12-21 21:04:00,989,69,16,2020-12-21 20:00:00,0.5,81,16,804,late,20,2.0,-1.8,0.3999999999999999,0,0,1,1,0,0.8333333333333334,0
1701,9E,JFK,83,-11,2020-12-21 21:28:00,989,71,16,2020-12-21 20:05:00,0.5,81,16,804,early,20,1.6,-1.7,0.10000000000000009,0,1,0,1,0,0.8368055555555556,0
1702,F9,MCO,176,-17,2020-12-22 17:16:00,1000,61,16,2020-12-22 14:20:00,6.0,39,16,803,early,14,-22.3,-9.6,-17.2,1,0,0,0,1,0.5972222222222222,0
1703,B6,JFK,64,7,2020-12-22 21:04:00,1005,53,16,2020-12-22 20:00:00,-4.1,48,16,803,late,20,-6.4,-2.7,-4.3999999999999995,1,0,1,1,0,0.8333333333333334,0
1704,9E,JFK,83,-7,2020-12-22 21:28:00,1006,54,16,2020-12-22 20:05:00,-4.1,48,16,803,early,20,-6.8,-3.0,-5.0,1,1,0,1,0,0.8368055555555556,0
1705,B6,MCO,156,16,2020-12-22 23:26:00,1007,59,16,2020-12-22 20:50:00,7.6,71,16,802,late,20,-16.9,-14.399999999999999,-12.5,2,0,1,0,1,0.8680555555555556,0
1706,F9,MCO,172,-7,2020-12-23 14:51:00,1006,54,16,2020-12-23 11:59:00,12.7,55,16,802,early,11,-21.2,-16.799999999999997,-17.799999999999997,-1,0,0,0,1,0.49930555555555556,0
1707,B6,JFK,64,-10,2020-12-23 21:04:00,1002,52,16,2020-12-23 20:00:00,0.1,73,16,804,early,20,1.4000000000000001,-4.1,0.5,0,0,1,1,0,0.8333333333333334,0
1708,9E,JFK,83,-22,2020-12-23 21:28:00,1002,53,16,2020-12-23 20:05:00,0.1,73,16,804,early,20,1.0,-3.9,0.5,0,1,0,1,0,0.8368055555555556,0
1709,YX,ORD,114,-18,2020-12-23 21:29:00,1002,53,16,2020-12-23 19:35:00,4.3,71,16,804,early,19,-7.6000000000000005,-8.1,-4.300000000000001,0,0,0,0,0,0.8159722222222222,0
1710,B6,MCO,156,-20,2020-12-23 23:26:00,1002,54,16,2020-12-23 20:50:00,13.9,82,16,803,early,20,-14.7,-16.9,-11.4,1,0,1,0,1,0.8680555555555556,0
1711,YX,ORD,109,15,2020-12-24 16:54:00,991,85,16,2020-12-24 15:05:00,-16.1,58,9,804,late,15,27.200000000000003,24.3,20.0,-304,0,0,0,0,0.6284722222222222,0
1712,F9,MCO,176,-41,2020-12-24 17:11:00,991,86,15,2020-12-24 14:15:00,18.5,63,16,804,early,14,-15.999999999999998,-10.3,-15.700000000000001,-303,0,0,0,1,0.59375,0
1713,9E,JFK,76,-25,2020-12-24 18:45:00,989,89,9,2020-12-24 17:29:00,10.5,83,16,804,early,17,-3.700000000000001,-2.7,-3.700000000000001,-303,1,0,1,0,0.7284722222222222,0
1714,YX,ORD,109,-6,2020-12-25 16:49:00,984,76,16,2020-12-25 15:00:00,-15.0,51,16,802,early,15,11.399999999999999,12.4,7.6,2,0,0,0,0,0.625,0
1715,F9,MCO,170,-12,2020-12-25 17:04:00,984,75,16,2020-12-25 14:14:00,-2.5,41,16,802,early,14,-13.2,-0.2999999999999998,-9.1,2,0,0,0,1,0.5930555555555556,0
1716,9E,JFK,76,-15,2020-12-25 18:45:00,985,71,16,2020-12-25 17:29:00,0.2,78,16,804,early,17,-2.7,-4.2,-3.1,0,1,0,1,0,0.7284722222222222,0
1717,B6,JFK,64,-22,2020-12-25 21:04:00,987,69,16,2020-12-25 20:00:00,-3.2,71,16,804,early,20,-1.4000000000000004,-1.7999999999999998,-1.5,0,0,1,1,0,0.8333333333333334,0
1718,B6,MCO,156,-20,2020-12-25 23:26:00,988,60,16,2020-12-25 20:50:00,1.9,65,16,802,early,20,-16.6,-10.3,-9.799999999999999,2,0,1,0,1,0.8680555555555556,0
1719,F9,MCO,170,8,2020-12-26 17:04:00,994,60,16,2020-12-26 14:14:00,-5.7,31,16,804,late,14,-19.5,-3.2,-12.899999999999999,0,0,0,0,1,0.5930555555555556,0
1720,B6,JFK,64,24,2020-12-26 21:04:00,997,62,14,2020-12-26 20:00:00,-10.6,51,16,804,late,20,0.5999999999999996,2.0999999999999996,-0.40000000000000013,0,0,1,1,0,0.8333333333333334,0
1721,9E,JFK,83,-12,2020-12-26 21:28:00,998,65,14,2020-12-26 20:05:00,-10.6,51,16,804,early,20,0.8999999999999986,2.6999999999999993,-0.40000000000000013,0,1,0,1,0,0.8368055555555556,0
1722,B6,MCO,156,-6,2020-12-26 23:26:00,998,65,16,2020-12-26 20:50:00,-2.1,62,16,802,early,20,-10.6,-5.5,-6.4,2,0,1,0,1,0.8680555555555556,0
1723,F9,MCO,176,72,2020-12-27 17:16:00,1006,57,16,2020-12-27 14:20:00,8.6,46,16,802,late,14,-24.0,-15.899999999999999,-20.400000000000002,-2,0,0,0,1,0.5972222222222222,0
1724,B6,JFK,64,-10,2020-12-27 21:04:00,1004,60,16,2020-12-27 20:00:00,-5.7,66,16,803,early,20,-0.5999999999999996,-1.0999999999999996,0.1,1,0,1,1,0,0.8333333333333334,0
1725,9E,JFK,83,-29,2020-12-27 21:28:00,1004,60,16,2020-12-27 20:05:00,-5.7,66,16,803,early,20,-0.5,-1.0999999999999996,0.1,1,1,0,1,0,0.8368055555555556,0
1726,B6,MCO,156,137,2020-12-27 23:26:00,1002,57,16,2020-12-27 20:50:00,8.7,74,16,800,late,20,-16.099999999999998,-15.1,-12.1,4,0,1,0,1,0.8680555555555556,0
1727,F9,MCO,176,-13,2020-12-28 18:31:00,1004,63,14,2020-12-28 15:35:00,11.9,51,16,804,early,15,-23.6,-15.2,-19.5,0,0,0,0,1,0.6493055555555556,0
1728,B6,JFK,64,-5,2020-12-28 21:04:00,1006,72,11,2020-12-28 20:00:00,1.7,74,16,804,ontime,20,-7.8,-4.5,-4.3,0,0,1,1,0,0.8333333333333334,0
1729,9E,JFK,83,-23,2020-12-28 21:28:00,1006,64,13,2020-12-28 20:05:00,1.7,74,16,804,early,20,-8.2,-6.1000000000000005,-4.3,0,1,0,1,0,0.8368055555555556,0
1730,B6,MCO,156,-20,2020-12-28 23:26:00,1006,55,16,2020-12-28 20:50:00,12.2,82,16,802,early,20,-19.6,-18.799999999999997,-13.9,2,0,1,0,1,0.8680555555555556,0
1731,F9,MCO,176,-20,2020-12-29 17:16:00,1017,61,16,2020-12-29 14:20:00,11.7,53,16,803,early,14,-28.8,-20.5,-24.099999999999998,1,0,0,0,1,0.5972222222222222,0
1732,B6,JFK,64,12,2020-12-29 21:04:00,1018,67,16,2020-12-29 20:00:00,-11.1,43,16,802,late,20,-3.3000000000000007,0.9000000000000004,-5.0,2,0,1,1,0,0.8333333333333334,0
1733,9E,JFK,83,-23,2020-12-29 21:28:00,1018,69,16,2020-12-29 20:05:00,-11.1,43,16,802,early,20,-3.3000000000000007,1.5999999999999996,-4.7,2,1,0,1,0,0.8368055555555556,0
1734,B6,MCO,156,-12,2020-12-29 23:26:00,1017,68,16,2020-12-29 20:50:00,12.2,81,16,803,early,20,-22.1,-20.799999999999997,-19.0,1,0,1,0,1,0.8680555555555556,0
1735,F9,MCO,172,-23,2020-12-30 14:51:00,998,50,16,2020-12-30 11:59:00,15.4,61,16,804,early,11,-23.0,-20.2,-18.6,0,0,0,0,1,0.49930555555555556,0
1736,B6,JFK,64,14,2020-12-30 21:04:00,994,59,16,2020-12-30 20:00:00,-0.4,68,16,804,late,20,1.4,-1.4,0.5999999999999996,0,0,1,1,0,0.8333333333333334,0
1737,OO,ORD,114,-22,2020-12-30 21:09:00,994,58,16,2020-12-30 19:15:00,-7.1,73,16,804,early,19,11.600000000000001,5.199999999999999,8.7,0,0,0,0,0,0.8020833333333334,0
1738,9E,JFK,83,-25,2020-12-30 21:28:00,994,57,16,2020-12-30 20:05:00,-0.4,68,16,804,early,20,1.9,-1.6,0.7999999999999998,0,1,0,1,0,0.8368055555555556,0
1739,F9,MCO,176,-24,2020-12-31 17:11:00,1010,63,16,2020-12-31 14:15:00,17.1,54,16,803,early,14,-29.4,-21.6,-25.4,1,0,0,0,1,0.59375,0
1740,9E,JFK,76,-22,2020-12-31 18:45:00,993,76,7,2020-12-31 17:29:00,-2.2,59,16,804,early,17,-4.9,-0.5,-4.2,0,1,0,1,0,0.7284722222222222,0
1741,F9,MCO,170,0,2021-01-01 17:04:00,1008,60,16,2021-01-01 14:14:00,17.7,53,16,803,ontime,14,-33.1,-24.0,-27.599999999999998,-180,0,0,0,1,0.5930555555555556,0
1742,9E,JFK,76,-16,2021-01-01 18:45:00,1007,78,10,2021-01-01 17:29:00,0.3,80,16,500,early,17,-5.1,-3.6999999999999997,-3.5,111,1,0,1,0,0.7284722222222222,0
1743,B6,JFK,64,13,2021-01-01 19:04:00,1007,85,4,2021-01-01 18:00:00,0.5,82,16,804,late,18,-6.2,-3.3,-3.9,-193,0,1,1,0,0.75,0
1744,B6,MCO,156,32,2021-01-01 23:26:00,998,85,5,2021-01-01 20:50:00,17.3,81,16,804,late,20,-26.0,-19.5,-20.7,-293,0,1,0,1,0.8680555555555556,0
1745,F9,MCO,170,-29,2021-01-02 17:04:00,1003,78,16,2021-01-02 14:14:00,19.6,61,16,804,early,14,-30.5,-21.900000000000002,-26.7,0,0,0,0,1,0.5930555555555556,0
1746,B6,JFK,64,-10,2021-01-02 19:04:00,1005,84,16,2021-01-02 18:00:00,-1.9,57,16,802,early,18,-3.2,0.09999999999999987,-5.4,2,0,1,1,0,0.75,0
1747,9E,JFK,83,-29,2021-01-02 21:28:00,1005,83,14,2021-01-02 20:05:00,-1.8,64,16,803,early,20,-0.5,-0.09999999999999987,-3.8000000000000003,1,1,0,1,0,0.8368055555555556,0
1748,B6,MCO,156,-12,2021-01-02 23:26:00,1005,85,15,2021-01-02 20:50:00,18.8,83,16,804,early,20,-24.4,-21.0,-21.8,0,0,1,0,1,0.8680555555555556,0
1749,F9,MCO,176,-15,2021-01-03 17:16:00,999,88,3,2021-01-03 14:20:00,14.8,77,16,804,early,14,-23.1,-16.5,-18.9,-204,0,0,0,1,0.5972222222222222,0
1750,B6,JFK,64,-8,2021-01-03 19:04:00,999,88,5,2021-01-03 18:00:00,1.8,90,14,500,early,18,-1.9000000000000001,-3.5,-3.3,304,0,1,1,0,0.75,0
1751,9E,JFK,83,65,2021-01-03 21:28:00,999,88,10,2021-01-03 20:05:00,2.0,92,12,804,late,20,-0.8999999999999999,-3.7,-3.2,0,1,0,1,0,0.8368055555555556,0
1752,B6,MCO,156,120,2021-01-03 23:26:00,999,88,14,2021-01-03 20:50:00,11.2,67,16,804,late,20,-18.2,-12.899999999999999,-17.4,0,0,1,0,1,0.8680555555555556,0
1753,OO,ORD,112,27,2021-01-04 21:07:00,1000,88,13,2021-01-04 19:15:00,-3.6,89,2,721,late,19,6.5,2.4000000000000004,2.7,83,0,0,0,0,0.8020833333333334,0
1754,B6,MCO,156,84,2021-01-04 23:26:00,999,88,12,2021-01-04 20:50:00,5.7,62,16,800,late,20,-14.4,-6.9,-12.200000000000001,4,0,1,0,1,0.8680555555555556,0
1755,F9,MCO,176,-18,2021-01-05 17:16:00,1000,87,10,2021-01-05 14:20:00,7.8,45,16,802,early,14,-21.4,-8.6,-19.0,2,0,0,0,1,0.5972222222222222,0
1756,OO,ORD,114,-1,2021-01-05 21:39:00,1001,80,16,2021-01-05 19:45:00,-2.8,85,10,804,ontime,19,-2.6,-0.20000000000000018,0.6,0,0,0,0,0,0.8229166666666666,0
1757,F9,MCO,162,-12,2021-01-06 10:57:00,1005,77,16,2021-01-06 08:15:00,5.9,83,16,802,early,8,-11.899999999999999,-8.9,-8.0,2,0,0,0,1,0.34375,1
1758,9E,JFK,78,-13,2021-01-06 21:17:00,1007,74,15,2021-01-06 19:59:00,-4.4,62,16,802,early,19,0.10000000000000009,0.20000000000000018,-2.2,2,1,0,1,0,0.8326388888888889,0
1759,OO,ORD,114,-17,2021-01-06 21:39:00,1007,72,16,2021-01-06 19:45:00,-1.1,85,8,804,early,19,-2.3,-3.8000000000000003,-1.5,0,0,0,0,0,0.8229166666666666,0
1760,B6,JFK,66,-12,2021-01-07 10:36:00,1009,73,16,2021-01-07 09:30:00,-7.1,53,16,802,early,9,-0.5999999999999996,1.5,-2.8,2,0,1,1,0,0.3958333333333333,1
1761,9E,JFK,78,-23,2021-01-07 21:17:00,1009,75,16,2021-01-07 19:59:00,-6.1,57,16,801,early,19,-2.9000000000000004,-0.10000000000000053,-3.8,3,1,0,1,0,0.8326388888888889,0
1762,OO,ORD,114,-9,2021-01-07 21:39:00,1009,77,16,2021-01-07 19:45:00,-3.9,64,16,804,early,19,-5.1,-2.1999999999999997,-4.800000000000001,0,0,0,0,0,0.8229166666666666,0
1763,B6,MCO,153,-2,2021-01-07 21:43:00,1009,77,16,2021-01-07 19:10:00,12.3,74,16,804,ontime,19,-23.9,-18.4,-19.5,0,0,1,0,1,0.7986111111111112,0
1764,9E,JFK,78,-24,2021-01-08 21:17:00,1004,83,16,2021-01-08 19:59:00,-6.8,58,16,804,early,19,-7.0,-3.3999999999999995,-8.2,-1,1,0,1,0,0.8326388888888889,0
1765,OO,ORD,114,52,2021-01-08 21:39:00,1004,81,16,2021-01-08 19:45:00,-4.5,75,16,804,late,19,-6.3,-6.0,-7.2,-2,0,0,0,0,0.8229166666666666,0
1766,B6,MCO,153,-6,2021-01-08 21:43:00,1004,81,16,2021-01-08 19:10:00,7.7,71,16,802,early,19,-25.4,-18.2,-20.6,0,0,1,0,1,0.7986111111111112,0
1767,9E,JFK,78,-29,2021-01-09 21:17:00,1004,78,16,2021-01-09 19:59:00,-10.0,40,15,804,early,19,-1.2999999999999998,1.5999999999999996,-7.4,-1,1,0,1,0,0.8326388888888889,0
1768,OO,ORD,114,2,2021-01-09 21:39:00,1005,80,16,2021-01-09 19:45:00,-4.5,75,16,803,ontime,19,-3.4000000000000004,-3.8000000000000007,-4.800000000000001,0,0,0,0,0,0.8229166666666666,0
1769,B6,MCO,153,2,2021-01-09 21:43:00,1005,80,16,2021-01-09 19:10:00,3.3,66,16,800,ontime,19,-16.5,-11.600000000000001,-14.700000000000001,3,0,1,0,1,0.7986111111111112,0
1770,B6,JFK,66,1,2021-01-10 10:36:00,1011,77,16,2021-01-10 09:30:00,-7.9,52,16,803,ontime,9,-2.3,1.1000000000000005,-4.1,1,0,1,1,0,0.3958333333333333,1
1771,9E,JFK,78,98,2021-01-10 21:17:00,1011,72,16,2021-01-10 19:59:00,-6.3,60,16,801,late,19,-1.5,1.8999999999999995,-0.6,3,1,0,1,0,0.8326388888888889,0
1772,OO,ORD,114,5,2021-01-10 21:39:00,1011,72,16,2021-01-10 19:45:00,-6.8,74,16,804,ontime,19,5.199999999999999,2.3999999999999995,2.8,0,0,0,0,0,0.8229166666666666,0
1773,B6,MCO,153,0,2021-01-10 21:43:00,1011,72,16,2021-01-10 19:10:00,8.3,79,16,803,ontime,19,-14.700000000000001,-12.700000000000001,-11.8,1,0,1,0,1,0.7986111111111112,0
1774,F9,MCO,160,-21,2021-01-11 14:59:00,1005,69,16,2021-01-11 12:19:00,12.4,55,16,803,early,12,-20.7,-14.200000000000001,-18.5,-1,0,0,0,1,0.5131944444444444,0
1775,OO,ORD,114,-32,2021-01-11 21:39:00,1004,86,12,2021-01-11 19:45:00,-4.5,81,16,804,early,19,4.9,1.5,0.7,0,0,0,0,0,0.8229166666666666,0
1776,B6,MCO,153,-14,2021-01-11 21:43:00,1004,86,12,2021-01-11 19:10:00,13.0,75,16,804,early,19,-20.6,-16.0,-18.5,0,0,1,0,1,0.7986111111111112,0
1777,OO,ORD,114,-19,2021-01-12 21:39:00,1003,85,12,2021-01-12 19:45:00,-2.9,81,14,802,early,19,0.3999999999999999,0.10000000000000009,-0.6,2,0,0,0,0,0.8229166666666666,0
1778,9E,JFK,78,-21,2021-01-13 21:17:00,993,75,16,2021-01-13 19:59:00,-3.2,70,16,804,early,19,-2.2,-1.3999999999999995,-2.4,0,1,0,1,0,0.8326388888888889,0
1779,OO,ORD,114,-27,2021-01-13 21:39:00,993,74,16,2021-01-13 19:45:00,-0.7,75,16,804,early,19,-3.5,-4.3,-4.3,0,0,0,0,0,0.8229166666666666,0
1780,B6,JFK,66,81,2021-01-14 10:36:00,994,65,16,2021-01-14 09:30:00,1.2,68,15,804,late,9,-4.699999999999999,-3.0,-2.5,0,0,1,1,0,0.3958333333333333,1
1781,9E,JFK,78,-20,2021-01-14 21:17:00,996,78,14,2021-01-14 19:59:00,1.6,81,12,804,early,19,-1.6,-3.6,-3.1,0,1,0,1,0,0.8326388888888889,0
1782,OO,ORD,114,-10,2021-01-14 21:39:00,996,80,14,2021-01-14 19:45:00,0.9,86,10,500,early,19,1.4,-3.1,-2.1,304,0,0,0,0,0.8229166666666666,0
1783,B6,MCO,153,55,2021-01-14 21:43:00,996,80,14,2021-01-14 19:10:00,6.4,68,16,804,late,19,-12.2,-8.600000000000001,-11.2,0,0,1,0,1,0.7986111111111112,0
1784,9E,JFK,78,-20,2021-01-15 21:17:00,993,77,14,2021-01-15 19:59:00,4.4,80,16,804,early,19,-9.4,-4.9,-4.5,0,1,0,1,0,0.8326388888888889,0
1785,OO,ORD,114,2,2021-01-15 21:39:00,992,80,10,2021-01-15 19:45:00,-2.3,81,16,803,ontime,19,-2.2,2.0999999999999996,2.3,1,0,0,0,0,0.8229166666666666,0
1786,B6,MCO,153,-24,2021-01-15 21:43:00,992,80,10,2021-01-15 19:10:00,12.6,62,15,501,early,19,-21.400000000000002,-12.799999999999999,-17.200000000000003,303,0,1,0,1,0.7986111111111112,0
1787,9E,JFK,78,-32,2021-01-16 21:17:00,980,72,16,2021-01-16 19:59:00,-2.8,60,16,803,early,19,-3.2,0.0,-2.5999999999999996,1,1,0,1,0,0.8326388888888889,0
1788,OO,ORD,114,-3,2021-01-16 21:39:00,980,72,16,2021-01-16 19:45:00,-1.2,81,16,804,ontime,19,-2.8,-1.5999999999999999,0.0,-304,0,0,0,0,0.8229166666666666,0
1789,B6,MCO,153,-4,2021-01-16 21:43:00,980,72,16,2021-01-16 19:10:00,4.8,61,16,800,ontime,19,-16.4,-7.6,-10.4,-300,0,1,0,1,0.7986111111111112,0
1790,B6,JFK,66,-6,2021-01-17 10:36:00,984,81,5,2021-01-17 09:30:00,-4.3,54,16,802,early,9,-2.5,2.8,-2.6999999999999997,-202,0,1,1,0,0.3958333333333333,1
1791,9E,JFK,78,-28,2021-01-17 21:17:00,988,87,14,2021-01-17 19:59:00,-2.2,57,16,804,early,19,-2.2,1.5000000000000002,-4.3,0,1,0,1,0,0.8326388888888889,0
1792,OO,ORD,114,14,2021-01-17 21:39:00,988,85,14,2021-01-17 19:45:00,-3.9,78,13,804,late,19,4.1000000000000005,3.2,2.2,0,0,0,0,0,0.8229166666666666,0
1793,B6,MCO,153,21,2021-01-17 21:43:00,988,85,14,2021-01-17 19:10:00,8.8,75,16,804,late,19,-13.799999999999999,-9.5,-11.6,0,0,1,0,1,0.7986111111111112,0
1794,F9,MCO,160,6,2021-01-18 14:59:00,993,72,14,2021-01-18 12:19:00,5.4,45,16,802,late,12,-22.6,-10.4,-18.1,2,0,0,0,1,0.5131944444444444,0
1795,OO,ORD,114,-14,2021-01-18 21:39:00,997,81,16,2021-01-18 19:45:00,-7.9,68,16,804,early,19,4.700000000000001,4.0,1.6999999999999997,0,0,0,0,0,0.8229166666666666,0
1796,B6,MCO,153,34,2021-01-18 21:43:00,997,81,16,2021-01-18 19:10:00,4.3,50,16,800,late,19,-18.7,-8.2,-15.7,4,0,1,0,1,0.7986111111111112,0
1797,OO,ORD,114,2,2021-01-19 21:39:00,1000,67,16,2021-01-19 19:45:00,-3.4,81,6,600,ontime,19,0.20000000000000018,-2.9,-0.4,204,0,0,0,0,0.8229166666666666,0
1798,9E,JFK,78,-4,2021-01-20 21:17:00,1001,82,14,2021-01-20 19:59:00,-14.0,37,16,803,ontime,19,-2.9000000000000004,5.0,-5.1000000000000005,1,1,0,1,0,0.8326388888888889,0
