,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
9812,MQ,ORD,116,-6,2023-07-08 21:32:00,995,66,16,2023-07-08 19:36:00,11.7,45,16,803,early,19,-2.8000000000000007,3.1000000000000014,-3.0,1,0,0,0,0,0.8166666666666667,0
9813,B6,JFK,83,96,2023-07-08 23:02:00,996,75,16,2023-07-08 21:39:00,22.7,90,16,804,late,21,-5.199999999999999,-7.299999999999999,-4.399999999999999,0,0,1,1,0,0.9020833333333333,0
9814,UA,ORD,114,5,2023-07-08 23:59:00,995,72,16,2023-07-08 22:05:00,11.6,55,16,802,ontime,22,-0.7000000000000028,3.200000000000001,-1.0,2,0,0,0,0,0.9201388888888888,0
9815,OO,ORD,113,1,2023-07-09 10:04:00,994,70,16,2023-07-09 08:11:00,13.8,67,16,802,ontime,8,4.199999999999999,4.300000000000001,3.6999999999999993,1,0,0,0,0,0.34097222222222223,1
9816,F9,MCO,170,-22,2023-07-09 10:35:00,994,66,16,2023-07-09 07:45:00,24.1,86,16,802,early,7,-2.3000000000000007,-5.900000000000002,-1.6000000000000014,1,0,0,0,1,0.3229166666666667,1
9817,MQ,ORD,118,0,2023-07-09 11:12:00,994,62,16,2023-07-09 09:14:00,14.1,59,16,802,ontime,9,4.199999999999999,4.299999999999999,3.8000000000000007,2,0,0,0,0,0.38472222222222224,1
9818,MQ,ORD,111,-12,2023-07-09 16:06:00,993,64,16,2023-07-09 14:15:00,12.3,40,16,803,early,14,1.1000000000000014,7.0,-0.40000000000000213,-303,0,0,0,0,0.59375,0
9819,OO,ORD,116,-1,2023-07-09 16:56:00,993,64,16,2023-07-09 15:00:00,11.9,37,16,803,ontime,15,0.6000000000000014,7.4,-1.1999999999999993,1,0,0,0,0,0.625,0
9820,B6,MCO,166,147,2023-07-09 19:35:00,994,87,16,2023-07-09 16:49:00,22.7,52,16,804,late,16,-16.2,-2.8000000000000007,-11.7,-1,0,1,0,1,0.7006944444444444,0
9821,MQ,ORD,116,9,2023-07-09 21:32:00,995,88,10,2023-07-09 19:36:00,12.2,37,16,803,late,19,-7.0,6.0,-8.0,-303,0,0,0,0,0.8166666666666667,0
9822,B6,JFK,83,271,2023-07-09 23:02:00,994,89,16,2023-07-09 21:39:00,23.2,93,16,500,late,21,-4.900000000000002,-5.099999999999998,-4.399999999999999,304,0,1,1,0,0.9020833333333333,0
9823,UA,ORD,114,4,2023-07-09 23:59:00,994,93,13,2023-07-09 22:05:00,12.1,44,16,800,ontime,22,-4.399999999999999,6.700000000000001,-5.199999999999999,4,0,0,0,0,0.9201388888888888,0
9824,9E,JFK,96,-2,2023-07-11 00:26:00,994,91,10,2023-07-10 22:50:00,13.2,48,16,803,ontime,22,-4.400000000000002,5.300000000000001,-5.0,1,1,0,1,0,0.9513888888888888,0
9825,OO,ORD,113,2,2023-07-10 10:04:00,995,96,6,2023-07-10 08:11:00,13.4,63,16,802,ontime,8,-1.1999999999999993,4.799999999999999,-1.8000000000000007,-302,0,0,0,0,0.34097222222222223,1
9826,MQ,ORD,118,-23,2023-07-10 11:12:00,996,96,5,2023-07-10 09:14:00,14.3,57,16,802,early,9,-3.3000000000000007,4.399999999999999,-3.900000000000002,-302,0,0,0,0,0.38472222222222224,1
9827,9E,JFK,95,-10,2023-07-10 16:04:00,996,96,6,2023-07-10 14:29:00,18.9,59,16,803,early,14,-9.5,-0.6999999999999993,-8.700000000000003,-303,1,0,1,0,0.6034722222222222,0
9828,MQ,ORD,111,-10,2023-07-10 16:06:00,996,96,6,2023-07-10 14:15:00,14.4,40,16,801,early,14,-9.7,3.799999999999999,-10.5,-301,0,0,0,0,0.59375,0
9829,OO,ORD,116,-2,2023-07-10 16:56:00,996,93,16,2023-07-10 15:00:00,14.8,41,16,801,ontime,15,-9.8,2.8999999999999986,-10.5,3,0,0,0,0,0.625,0
9830,UA,ORD,114,162,2023-07-10 21:14:00,995,86,16,2023-07-10 19:20:00,15.4,44,16,803,late,19,-10.900000000000002,0.09999999999999964,-11.0,1,0,0,0,0,0.8055555555555556,0
9831,MQ,ORD,116,63,2023-07-10 21:32:00,996,85,16,2023-07-10 19:36:00,15.5,45,16,803,late,19,-10.5,0.0,-10.5,1,0,0,0,0,0.8166666666666667,0
9832,B6,JFK,83,197,2023-07-10 23:02:00,996,81,16,2023-07-10 21:39:00,15.5,52,16,802,late,21,-7.800000000000001,-0.5,-7.800000000000001,2,0,1,1,0,0.9020833333333333,0
9833,9E,JFK,96,-35,2023-07-12 00:26:00,995,79,16,2023-07-11 22:50:00,18.8,66,16,802,early,22,-7.299999999999997,-3.9000000000000004,-7.0,1,1,0,1,0,0.9513888888888888,0
9834,OO,ORD,113,37,2023-07-11 10:04:00,996,50,16,2023-07-11 08:11:00,16.1,66,16,802,late,8,3.3000000000000007,-1.200000000000001,3.3000000000000007,-2,0,0,0,0,0.34097222222222223,1
9835,F9,MCO,170,24,2023-07-11 11:10:00,996,51,16,2023-07-11 08:20:00,25.1,92,16,803,late,8,-0.20000000000000284,-9.100000000000001,0.5,-3,0,0,0,1,0.3472222222222222,1
9836,MQ,ORD,118,-22,2023-07-11 11:12:00,996,51,16,2023-07-11 09:14:00,16.7,60,16,802,early,9,2.299999999999997,-0.6999999999999993,2.0,-2,0,0,0,0,0.38472222222222224,1
9837,9E,JFK,95,-35,2023-07-11 16:04:00,995,43,16,2023-07-11 14:29:00,17.3,47,16,802,early,14,-0.1999999999999993,-1.1999999999999993,0.1999999999999993,0,1,0,1,0,0.6034722222222222,0
9838,MQ,ORD,111,208,2023-07-11 16:06:00,995,43,16,2023-07-11 14:15:00,18.8,73,16,500,late,14,5.800000000000001,-2.6999999999999993,6.100000000000001,302,0,0,0,0,0.59375,0
9839,OO,ORD,116,109,2023-07-11 16:56:00,995,43,16,2023-07-11 15:00:00,18.9,87,2,501,late,15,9.3,-2.299999999999997,9.5,302,0,0,0,0,0.625,0
9840,B6,MCO,166,-2,2023-07-11 19:35:00,995,50,16,2023-07-11 16:49:00,22.9,67,16,804,ontime,16,-4.800000000000004,-6.0,-1.3000000000000007,0,0,1,0,1,0.7006944444444444,0
9841,UA,ORD,114,5,2023-07-11 21:14:00,996,63,16,2023-07-11 19:20:00,15.5,67,16,802,ontime,19,3.0,1.6999999999999993,2.8000000000000007,2,0,0,0,0,0.8055555555555556,0
9842,MQ,ORD,116,53,2023-07-11 21:32:00,996,65,16,2023-07-11 19:36:00,15.2,65,16,802,late,19,2.6000000000000014,2.1999999999999993,2.299999999999997,1,0,0,0,0,0.8166666666666667,0
9843,B6,JFK,83,6,2023-07-11 23:02:00,997,70,16,2023-07-11 21:39:00,18.8,64,16,802,late,21,-3.3999999999999986,-1.8000000000000007,-3.3000000000000007,1,0,1,1,0,0.9020833333333333,0
9844,9E,JFK,96,-2,2023-07-13 00:26:00,996,72,16,2023-07-12 22:50:00,22.1,84,16,804,ontime,22,-3.3000000000000007,-5.200000000000003,-2.8000000000000007,-1,1,0,1,0,0.9513888888888888,0
9845,MQ,ORD,118,-19,2023-07-12 11:12:00,999,58,16,2023-07-12 09:14:00,15.0,81,16,804,early,9,6.300000000000001,0.6999999999999993,6.199999999999999,0,0,0,0,0,0.38472222222222224,1
9846,9E,JFK,95,-17,2023-07-12 16:04:00,998,50,16,2023-07-12 14:29:00,18.7,47,16,804,early,14,-4.400000000000002,-2.3000000000000007,-3.599999999999998,0,1,0,1,0,0.6034722222222222,0
9847,B6,MCO,166,34,2023-07-12 19:35:00,997,51,16,2023-07-12 16:49:00,23.0,70,16,804,late,16,-8.700000000000003,-9.6,-4.800000000000001,-1,0,1,0,1,0.7006944444444444,0
9848,UA,ORD,114,134,2023-07-12 21:14:00,998,62,16,2023-07-12 19:20:00,20.5,87,5,202,late,19,-2.6999999999999993,-7.1,-1.8000000000000007,602,0,0,0,0,0.8055555555555556,0
9849,MQ,ORD,116,127,2023-07-12 21:32:00,998,63,16,2023-07-12 19:36:00,21.0,84,11,500,late,19,-3.8999999999999986,-7.5,-3.0,304,0,0,0,0,0.8166666666666667,0
9850,B6,JFK,83,-6,2023-07-12 23:02:00,997,65,16,2023-07-12 21:39:00,22.1,81,16,804,early,21,-5.900000000000002,-8.3,-5.0,0,0,1,1,0,0.9020833333333333,0
9851,OO,ORD,113,-4,2023-07-13 10:04:00,991,54,16,2023-07-13 08:11:00,15.4,86,16,804,ontime,8,11.399999999999999,2.700000000000001,10.5,-1,0,0,0,0,0.34097222222222223,1
9852,MQ,ORD,118,-27,2023-07-13 11:12:00,990,47,16,2023-07-13 09:14:00,14.8,86,16,804,early,9,13.400000000000002,2.6999999999999993,12.8,-1,0,0,0,0,0.38472222222222224,1
9853,F9,MCO,167,1,2023-07-13 14:37:00,990,56,16,2023-07-13 11:50:00,23.7,60,16,803,ontime,11,-9.999999999999996,-5.899999999999999,-5.100000000000001,1,0,0,0,1,0.4930555555555556,0
9854,9E,JFK,95,-9,2023-07-13 16:04:00,992,86,16,2023-07-13 14:29:00,24.2,77,16,803,early,14,-11.000000000000004,-4.899999999999999,-7.0,0,1,0,1,0,0.6034722222222222,0
9855,MQ,ORD,111,-16,2023-07-13 16:06:00,992,86,16,2023-07-13 14:15:00,16.7,71,16,804,early,14,-0.10000000000000142,2.6000000000000014,-0.5,-1,0,0,0,0,0.59375,0
9856,OO,ORD,116,11,2023-07-13 16:56:00,993,75,16,2023-07-13 15:00:00,16.6,65,16,804,late,15,0.6000000000000014,2.599999999999998,0.29999999999999716,0,0,0,0,0,0.625,0
9857,B6,MCO,166,49,2023-07-13 19:35:00,994,59,16,2023-07-13 16:49:00,22.2,48,16,803,late,16,-16.0,-7.1,-11.299999999999997,0,0,1,0,1,0.7006944444444444,0
9858,UA,ORD,114,23,2023-07-13 21:14:00,995,69,16,2023-07-13 19:20:00,15.6,55,16,804,late,19,-4.5,-0.6999999999999993,-4.5,-2,0,0,0,0,0.8055555555555556,0
9859,MQ,ORD,116,17,2023-07-13 21:32:00,995,70,16,2023-07-13 19:36:00,15.5,55,16,804,late,19,-4.699999999999999,-0.5999999999999996,-4.5,-2,0,0,0,0,0.8166666666666667,0
9860,OO,ORD,113,8,2023-07-14 10:04:00,997,64,16,2023-07-14 08:11:00,19.2,88,16,804,late,8,2.1999999999999993,-2.5,2.599999999999998,0,0,0,0,0,0.34097222222222223,1
9861,MQ,ORD,118,-22,2023-07-14 11:12:00,997,61,16,2023-07-14 09:14:00,19.4,81,16,804,early,9,1.6000000000000014,-2.6999999999999993,1.8999999999999986,0,0,0,0,0,0.38472222222222224,1
9862,9E,JFK,95,116,2023-07-14 16:04:00,997,47,16,2023-07-14 14:29:00,22.7,74,16,804,late,14,-1.6000000000000014,-6.199999999999999,1.0999999999999979,0,1,0,1,0,0.6034722222222222,0
9863,MQ,ORD,111,-7,2023-07-14 16:06:00,997,47,16,2023-07-14 14:15:00,19.1,50,16,803,early,14,-3.0000000000000036,-2.6000000000000014,-1.9000000000000021,1,0,0,0,0,0.59375,0
9864,OO,ORD,116,-5,2023-07-14 16:56:00,997,54,16,2023-07-14 15:00:00,18.9,48,16,803,ontime,15,-4.700000000000003,-1.7999999999999972,-4.100000000000001,0,0,0,0,0,0.625,0
9865,F9,MCO,173,170,2023-07-14 18:44:00,997,53,16,2023-07-14 15:51:00,22.0,47,16,803,late,15,-13.600000000000001,-6.4,-9.100000000000001,0,0,0,0,1,0.6604166666666667,0
9866,MQ,ORD,116,-17,2023-07-14 21:32:00,997,69,16,2023-07-14 19:36:00,20.7,57,16,804,early,19,-11.100000000000001,-5.199999999999999,-8.700000000000003,-1,0,0,0,0,0.8166666666666667,0
9867,B6,JFK,83,150,2023-07-14 23:02:00,997,75,16,2023-07-14 21:39:00,22.7,90,16,804,late,21,-5.199999999999999,-7.299999999999999,-4.399999999999999,-1,0,1,1,0,0.9020833333333333,0
9868,UA,ORD,114,130,2023-07-14 23:59:00,998,75,16,2023-07-14 22:05:00,21.6,66,16,804,late,22,-11.2,-6.200000000000001,-8.600000000000001,-1,0,0,0,0,0.9201388888888888,0
9869,9E,JFK,96,46,2023-07-16 00:26:00,998,79,16,2023-07-15 22:50:00,24.9,96,16,804,late,22,-7.199999999999999,-9.2,-6.200000000000003,-1,1,0,1,0,0.9513888888888888,0
9870,OO,ORD,113,-16,2023-07-15 10:04:00,998,71,16,2023-07-15 08:11:00,20.5,93,16,803,early,8,3.0,-1.1000000000000014,3.3000000000000007,1,0,0,0,0,0.34097222222222223,1
9871,OO,ORD,119,-12,2023-07-15 11:14:00,998,66,16,2023-07-15 09:15:00,20.5,87,16,803,early,9,5.100000000000001,-0.3999999999999986,4.199999999999999,1,0,0,0,0,0.3854166666666667,1
9872,9E,JFK,95,-28,2023-07-15 16:04:00,996,44,16,2023-07-15 14:29:00,23.8,75,16,804,early,14,-0.29999999999999716,-5.900000000000002,3.0,-1,1,0,1,0,0.6034722222222222,0
9873,MQ,ORD,111,-18,2023-07-15 16:06:00,996,44,16,2023-07-15 14:15:00,20.4,60,16,804,early,14,1.7000000000000028,-2.5,2.8000000000000007,-1,0,0,0,0,0.59375,0
9874,WN,MCO,160,5,2023-07-15 16:20:00,996,43,16,2023-07-15 13:40:00,23.3,58,16,804,ontime,13,-5.600000000000001,-5.699999999999999,-0.9000000000000021,-1,0,0,0,1,0.5694444444444444,0
9875,OO,ORD,116,11,2023-07-15 16:58:00,995,40,16,2023-07-15 15:02:00,19.8,57,16,804,late,15,1.0999999999999979,-3.400000000000002,2.599999999999998,0,0,0,0,0,0.6263888888888889,0
9876,F9,MCO,172,21,2023-07-15 19:18:00,995,47,16,2023-07-15 16:26:00,22.9,63,16,804,late,16,-4.700000000000003,-5.5,-0.9000000000000021,0,0,0,0,1,0.6847222222222222,0
9877,B6,MCO,166,29,2023-07-15 19:35:00,995,51,16,2023-07-15 16:49:00,23.3,62,16,804,late,16,-6.399999999999999,-5.300000000000001,-2.3000000000000007,0,0,1,0,1,0.7006944444444444,0
9878,MQ,ORD,116,-7,2023-07-15 21:32:00,995,61,16,2023-07-15 19:36:00,17.9,54,14,804,early,19,-1.8999999999999986,0.6000000000000014,-1.5,0,0,0,0,0,0.8166666666666667,0
9879,B6,JFK,83,95,2023-07-15 23:02:00,994,71,16,2023-07-15 21:39:00,24.9,96,16,804,late,21,-0.5999999999999979,-5.0,0.0,0,0,1,1,0,0.9020833333333333,0
9880,UA,ORD,114,62,2023-07-15 23:59:00,994,76,16,2023-07-15 22:05:00,16.9,59,10,804,late,22,-0.7000000000000028,3.0,-1.0,0,0,0,0,0,0.9201388888888888,0
9881,OO,ORD,113,-1,2023-07-16 10:04:00,993,66,16,2023-07-16 08:11:00,15.8,79,5,804,ontime,8,6.299999999999997,3.0,6.100000000000001,0,0,0,0,0,0.34097222222222223,1
9882,MQ,ORD,118,-23,2023-07-16 11:12:00,993,68,15,2023-07-16 09:14:00,15.2,69,6,804,early,9,5.099999999999998,4.300000000000001,4.699999999999999,0,0,0,0,0,0.38472222222222224,1
9883,9E,JFK,95,54,2023-07-16 16:04:00,993,60,16,2023-07-16 14:29:00,23.9,84,16,804,late,14,0.1999999999999993,-4.099999999999998,1.5,0,1,0,1,0,0.6034722222222222,0
9884,MQ,ORD,111,6,2023-07-16 16:06:00,993,60,16,2023-07-16 14:15:00,13.3,44,15,804,late,14,3.5,6.5,1.8000000000000007,0,0,0,0,0,0.59375,0
9885,OO,ORD,116,10,2023-07-16 16:56:00,993,64,16,2023-07-16 15:00:00,13.2,45,13,804,late,15,0.5,5.600000000000001,0.0,0,0,0,0,0,0.625,0
9886,F9,MCO,170,134,2023-07-16 20:53:00,994,71,16,2023-07-16 18:03:00,24.9,93,13,804,late,18,-3.6999999999999993,-7.199999999999999,-2.8000000000000007,0,0,0,0,1,0.7520833333333333,0
9887,MQ,ORD,116,-7,2023-07-16 21:32:00,994,74,16,2023-07-16 19:36:00,14.0,47,16,803,early,19,-3.1999999999999993,3.8999999999999986,-3.5,1,0,0,0,0,0.8166666666666667,0
9888,UA,ORD,114,-6,2023-07-16 23:59:00,995,81,16,2023-07-16 22:05:00,15.1,57,14,803,early,22,-2.700000000000003,2.5999999999999996,-3.0,1,0,0,0,0,0.9201388888888888,0
9889,9E,JFK,96,-11,2023-07-18 00:26:00,995,82,16,2023-07-17 22:50:00,22.1,84,16,804,early,22,-4.599999999999998,-4.400000000000002,-4.100000000000001,0,1,0,1,0,0.9513888888888888,0
9890,OO,ORD,113,-10,2023-07-17 10:04:00,997,56,6,2023-07-17 08:11:00,14.2,70,13,802,early,8,7.800000000000001,3.0,6.899999999999999,1,0,0,0,0,0.34097222222222223,1
9891,MQ,ORD,118,-12,2023-07-17 11:12:00,997,51,8,2023-07-17 09:14:00,12.3,57,16,802,early,9,7.199999999999999,4.099999999999998,6.399999999999999,2,0,0,0,0,0.38472222222222224,1
9892,9E,JFK,95,26,2023-07-17 16:04:00,997,46,6,2023-07-17 14:29:00,23.1,71,16,803,late,14,-2.200000000000003,-6.0,1.1000000000000014,1,1,0,1,0,0.6034722222222222,0
9893,MQ,ORD,111,-18,2023-07-17 16:06:00,997,46,6,2023-07-17 14:15:00,11.0,41,16,802,early,14,5.699999999999999,6.100000000000001,4.800000000000001,2,0,0,0,0,0.59375,0
9894,OO,ORD,116,20,2023-07-17 16:56:00,996,46,6,2023-07-17 15:00:00,11.0,40,16,802,late,15,5.199999999999999,6.100000000000001,4.399999999999999,2,0,0,0,0,0.625,0
9895,B6,MCO,166,287,2023-07-17 19:35:00,996,49,6,2023-07-17 16:49:00,24.3,71,16,803,late,16,-7.300000000000004,-8.0,-2.1999999999999993,1,0,1,0,1,0.7006944444444444,0
9896,UA,ORD,114,-7,2023-07-17 21:14:00,996,67,8,2023-07-17 19:20:00,10.7,40,16,803,early,19,0.20000000000000284,7.600000000000001,-0.40000000000000213,1,0,0,0,0,0.8055555555555556,0
9897,MQ,ORD,116,6,2023-07-17 21:32:00,996,68,8,2023-07-17 19:36:00,11.0,41,16,803,late,19,0.1999999999999993,7.399999999999999,-0.40000000000000213,1,0,0,0,0,0.8166666666666667,0
9898,B6,JFK,83,96,2023-07-17 23:02:00,996,68,8,2023-07-17 21:39:00,21.5,81,16,804,late,21,-1.0,-3.3999999999999986,-0.6000000000000014,0,0,1,1,0,0.9020833333333333,0
9899,OO,ORD,113,-7,2023-07-18 10:04:00,999,68,8,2023-07-18 08:11:00,13.1,66,16,803,early,8,5.300000000000001,5.000000000000002,4.799999999999997,1,0,0,0,0,0.34097222222222223,1
9900,F9,MCO,170,-3,2023-07-18 11:10:00,999,65,8,2023-07-18 08:20:00,24.5,88,16,803,ontime,8,-2.3000000000000007,-6.399999999999999,-1.5,1,0,0,0,1,0.3472222222222222,1
9901,MQ,ORD,118,-23,2023-07-18 11:12:00,999,65,8,2023-07-18 09:14:00,13.0,58,16,803,early,9,4.0,5.100000000000001,3.5,1,0,0,0,0,0.38472222222222224,1
9902,9E,JFK,95,463,2023-07-18 16:04:00,997,50,10,2023-07-18 14:29:00,21.9,95,10,500,late,14,4.0,-5.999999999999998,4.399999999999999,304,1,0,1,0,0.6034722222222222,0
9903,MQ,ORD,111,57,2023-07-18 16:06:00,997,50,10,2023-07-18 14:15:00,11.8,41,16,803,late,14,1.8000000000000007,4.1,1.0999999999999979,1,0,0,0,0,0.59375,0
9904,OO,ORD,116,-9,2023-07-18 16:56:00,997,78,8,2023-07-18 15:00:00,12.4,43,16,804,early,15,-2.0,6.799999999999999,-2.6999999999999993,-304,0,0,0,0,0.625,0
9905,UA,ORD,114,-23,2023-07-18 21:14:00,998,63,12,2023-07-18 19:20:00,13.1,47,16,802,early,19,-2.900000000000002,1.8000000000000007,-3.0,2,0,0,0,0,0.8055555555555556,0
9906,MQ,ORD,116,-13,2023-07-18 21:32:00,999,65,12,2023-07-18 19:36:00,13.1,48,16,802,early,19,-3.0,1.700000000000001,-3.1000000000000014,2,0,0,0,0,0.8166666666666667,0
9907,B6,JFK,83,9,2023-07-18 23:02:00,1000,70,13,2023-07-18 21:39:00,21.6,90,16,802,late,21,-3.5,-6.700000000000001,-2.6999999999999993,1,0,1,1,0,0.9020833333333333,0
9908,9E,JFK,96,0,2023-07-20 00:26:00,1000,71,14,2023-07-19 22:50:00,21.1,90,13,803,ontime,22,-3.3000000000000007,-6.200000000000001,-2.5,1,1,0,1,0,0.9513888888888888,0
9909,OO,ORD,113,5,2023-07-19 10:04:00,1003,49,16,2023-07-19 08:11:00,13.5,64,16,802,ontime,8,3.3000000000000007,-1.0,3.299999999999997,2,0,0,0,0,0.34097222222222223,1
9910,MQ,ORD,118,-19,2023-07-19 11:12:00,1002,47,16,2023-07-19 09:14:00,12.4,52,16,802,early,9,2.3999999999999986,0.5999999999999996,2.3000000000000007,1,0,0,0,0,0.38472222222222224,1
9911,9E,JFK,95,-10,2023-07-19 16:04:00,1002,42,16,2023-07-19 14:29:00,21.1,91,13,804,early,14,4.300000000000001,-7.400000000000002,5.199999999999999,0,1,0,1,0,0.6034722222222222,0
9912,MQ,ORD,111,16,2023-07-19 16:06:00,1002,42,16,2023-07-19 14:15:00,14.5,43,16,803,late,14,-0.5999999999999979,-0.8000000000000007,-0.5,1,0,0,0,0,0.59375,0
9913,OO,ORD,116,1,2023-07-19 16:56:00,1002,42,16,2023-07-19 15:00:00,14.3,42,16,804,ontime,15,-0.5999999999999979,-0.6000000000000014,-0.5999999999999979,-1,0,0,0,0,0.625,0
9914,B6,MCO,166,114,2023-07-19 19:35:00,1002,48,16,2023-07-19 16:49:00,24.4,66,16,804,late,16,-13.899999999999999,-11.899999999999999,-7.5,-2,0,1,0,1,0.7006944444444444,0
9915,UA,ORD,114,-15,2023-07-19 21:14:00,1002,64,16,2023-07-19 19:20:00,12.3,36,16,804,early,19,-8.0,1.0,-8.599999999999998,-2,0,0,0,0,0.8055555555555556,0
9916,MQ,ORD,116,-4,2023-07-19 21:32:00,1002,65,16,2023-07-19 19:36:00,12.0,36,16,804,ontime,19,-8.099999999999998,1.1999999999999993,-8.600000000000001,-2,0,0,0,0,0.8166666666666667,0
9917,B6,JFK,83,15,2023-07-19 23:02:00,1003,69,16,2023-07-19 21:39:00,21.1,90,14,803,late,21,-4.899999999999999,-8.000000000000002,-3.900000000000002,-1,0,1,1,0,0.9020833333333333,0
9918,OO,ORD,113,51,2023-07-20 10:04:00,1001,59,16,2023-07-20 08:11:00,19.1,76,16,803,late,8,-1.3000000000000007,-4.700000000000001,-0.8000000000000007,1,0,0,0,0,0.34097222222222223,1
9919,MQ,ORD,118,-21,2023-07-20 11:12:00,1000,45,16,2023-07-20 09:14:00,20.3,74,16,802,early,9,-0.5,-7.600000000000001,0.3000000000000007,2,0,0,0,0,0.38472222222222224,1
9920,F9,MCO,167,-5,2023-07-20 14:37:00,998,35,16,2023-07-20 11:50:00,25.1,66,16,803,ontime,11,-10.500000000000004,-12.200000000000001,-2.299999999999997,1,0,0,0,1,0.4930555555555556,0
9921,9E,JFK,95,-29,2023-07-20 16:04:00,997,34,16,2023-07-20 14:29:00,18.6,57,16,803,early,14,0.0,-6.200000000000001,2.0,0,1,0,1,0,0.6034722222222222,0
9922,MQ,ORD,111,41,2023-07-20 16:06:00,997,34,16,2023-07-20 14:15:00,16.0,42,16,803,late,14,-1.2999999999999972,-3.5999999999999996,-0.3999999999999986,0,0,0,0,0,0.59375,0
9923,OO,ORD,116,6,2023-07-20 16:56:00,996,37,16,2023-07-20 15:00:00,14.9,40,16,803,late,15,-0.3000000000000007,-1.200000000000001,0.0,1,0,0,0,0,0.625,0
9924,B6,MCO,166,7,2023-07-20 19:35:00,994,45,16,2023-07-20 16:49:00,20.7,46,16,803,late,16,-8.700000000000003,-5.399999999999999,-5.600000000000001,0,0,1,0,1,0.7006944444444444,0
9925,UA,ORD,114,61,2023-07-20 21:14:00,993,58,16,2023-07-20 19:20:00,13.9,42,16,803,late,19,-2.900000000000002,2.0999999999999996,-3.200000000000003,1,0,0,0,0,0.8055555555555556,0
9926,MQ,ORD,116,38,2023-07-20 21:32:00,993,58,16,2023-07-20 19:36:00,14.2,43,16,803,late,19,-3.1000000000000014,1.700000000000001,-3.1999999999999993,1,0,0,0,0,0.8166666666666667,0
9927,B6,JFK,83,76,2023-07-20 23:02:00,993,59,16,2023-07-20 21:39:00,21.6,90,14,802,late,21,0.3999999999999986,-5.700000000000001,1.0999999999999979,2,0,1,1,0,0.9020833333333333,0
9928,9E,JFK,96,30,2023-07-22 00:26:00,993,81,6,2023-07-21 22:50:00,17.7,60,16,802,late,22,-6.800000000000001,-1.6999999999999993,-6.700000000000003,-302,1,0,1,0,0.9513888888888888,0
9929,OO,ORD,113,-15,2023-07-21 10:04:00,992,65,16,2023-07-21 08:11:00,15.6,76,16,803,early,8,2.8000000000000007,0.3000000000000007,2.900000000000002,1,0,0,0,0,0.34097222222222223,1
9930,MQ,ORD,118,6,2023-07-21 11:12:00,992,65,16,2023-07-21 09:14:00,16.0,73,16,803,late,9,1.7999999999999972,-0.09999999999999964,1.7999999999999972,1,0,0,0,0,0.38472222222222224,1
9931,9E,JFK,95,95,2023-07-21 16:04:00,992,51,16,2023-07-21 14:29:00,22.3,73,16,803,late,14,-4.800000000000001,-7.600000000000001,-2.0,0,1,0,1,0,0.6034722222222222,0
9932,MQ,ORD,111,-12,2023-07-21 16:06:00,992,51,16,2023-07-21 14:15:00,13.9,48,16,804,early,14,-0.10000000000000142,0.7999999999999989,-0.1999999999999993,-1,0,0,0,0,0.59375,0
9933,OO,ORD,116,12,2023-07-21 16:56:00,992,50,16,2023-07-21 15:00:00,13.8,46,16,804,late,15,-0.1999999999999993,1.0999999999999996,-0.29999999999999716,0,0,0,0,0,0.625,0
9934,F9,MCO,173,36,2023-07-21 18:44:00,993,55,16,2023-07-21 15:51:00,23.8,52,16,803,late,15,-17.4,-8.9,-10.600000000000001,0,0,0,0,1,0.6604166666666667,0
9935,B6,MCO,166,137,2023-07-21 19:35:00,993,57,16,2023-07-21 16:49:00,23.9,51,16,803,late,16,-18.8,-9.099999999999998,-11.700000000000003,0,0,1,0,1,0.7006944444444444,0
9936,MQ,ORD,116,1,2023-07-21 21:32:00,994,69,16,2023-07-21 19:36:00,10.8,38,16,802,ontime,19,-4.5,4.699999999999999,-4.900000000000002,1,0,0,0,0,0.8166666666666667,0
9937,B6,JFK,83,47,2023-07-21 23:02:00,994,70,16,2023-07-21 21:39:00,17.7,60,16,802,late,21,-5.800000000000001,-2.799999999999999,-5.5,1,0,1,1,0,0.9020833333333333,0
9938,UA,ORD,114,-1,2023-07-21 23:59:00,994,72,16,2023-07-21 22:05:00,11.5,49,16,801,ontime,22,-2.5,3.3000000000000007,-2.8000000000000007,2,0,0,0,0,0.9201388888888888,0
9939,9E,JFK,96,-30,2023-07-23 00:26:00,994,74,16,2023-07-22 22:50:00,13.2,53,16,803,early,22,-3.700000000000003,1.5,-3.900000000000002,0,1,0,1,0,0.9513888888888888,0
9940,OO,ORD,113,-7,2023-07-22 10:04:00,995,61,16,2023-07-22 08:11:00,14.5,70,16,801,early,8,3.799999999999997,1.4000000000000004,3.6999999999999993,1,0,0,0,0,0.34097222222222223,1
9941,OO,ORD,119,-25,2023-07-22 11:14:00,995,47,16,2023-07-22 09:15:00,14.9,61,16,800,early,9,3.0,-1.200000000000001,3.099999999999998,3,0,0,0,0,0.3854166666666667,1
